sku,csv_filename,real_filename,real_url,status
"pbonnet-seal-stops-4-door-cars-1980-98-p13878","bonnet_seal_4-door.jpg","1503064129-33142800.jpg","https://www.introcar.com/media/lookbookslider/1503064129-33142800.jpg","downloaded"
"pst-limit-control-unit-mulsanne-turbo-electrical-ignition-p10339","boost_limit_control.jpg","1477296380-24393100.jpg","https://www.introcar.com/media/lookbookslider/1477296380-24393100.jpg","downloaded"
"pboot-trunk-fittings-p7531","shadow_boot_seals_copy.jpg","1427103655-13649300.jpg","https://www.introcar.com/media/lookbookslider/1427103655-13649300.jpg","downloaded"
"Boot/Trunk Lid & Hinges, Bentayga (2021-2023)","boot_lid_hinges_bentayga_2021.jpg","Boot Lid, Hinges, Bentayga 2021.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Hinges, Bentayga 2021.jpg","downloaded"
"pe-seals-corniche-continental-chassis-numbers-05037-29290-p13775","boot_seal_corniche_05037_1.jpg","1505889229-47850800.jpg","https://www.introcar.com/media/lookbookslider/1505889229-47850800.jpg","downloaded"
"pe-seals-corniche-continental-chassis-numbers-30001-30638-p13779","boot_seal_corniche_30001_1.jpg","1505895058-54923400.jpg","https://www.introcar.com/media/lookbookslider/1505895058-54923400.jpg","downloaded"
"pe-seals-corniche-continental-chassis-numbers-40001-50170-p13781","boot_seal_corniche_40001_1.jpg","1505896425-14431800.jpg","https://www.introcar.com/media/lookbookslider/1505896425-14431800.jpg","downloaded"
"ptinental-chassis-numbers-68002-on-including-2000-2002-my-p13776","boot_seal_corniche_68002_1.jpg","1505898842-88293800.jpg","https://www.introcar.com/media/lookbookslider/1505898842-88293800.jpg","downloaded"
"Boot/Trunk Lid Badge, Switch & Control Unit, Mulsanne","boot_lid_badge_mulsanne_2011-2021.jpg","Boot Lid Badge, Mulsanne 2011-2021.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid Badge, Mulsanne 2011-2021.jpg","downloaded"
"pboot-trunk-lid-finisher-azure-p14111","boot_seal_azure.jpg","1506933562-01049300.jpg","https://www.introcar.com/media/lookbookslider/1506933562-01049300.jpg","downloaded"
"pboot-trunk-lid-lock-p7534","shadow_boot_lock_copy.jpg","1427884153-42339900.jpg","https://www.introcar.com/media/lookbookslider/1427884153-42339900.jpg","downloaded"
"Boot/Trunk Lid Lock, New Continental Convertible (2019-2023)","boot_lid_lock_new_continental_convertible_2019.jpg","Boot Lid Lock, New Continental Convertible 2019.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid Lock, New Continental Convertible 2019.jpg","downloaded"
"Boot/Trunk Lid Lock, New Continental GT (2018-2023)","boot_lid_lock_new_continental_gt_2018.jpg","Boot Lid Lock, New Continental GT 2018.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid Lock, New Continental GT 2018.jpg","downloaded"
"Boot/Trunk Lid Lock, New Flying Spur (2020-2023)","boot_lid_lock_new_flying_spur.jpg","Boot Lid Lock, New Flying Spur.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid Lock, New Flying Spur.jpg","downloaded"
"Boot/Trunk Lid Lock, Motor, Seals & Switches, Bentayga","boot_lid_seal_drive_units_lock_bentayga_2017.jpg","Boot Lid Seal, Drive Units & Lock, Bentayga 2017.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid Seal, Drive Units & Lock, Bentayga 2017.jpg","downloaded"
"Boot/Trunk Lid Lock, Motor, Seal & Switches, Bentayga (2021)","boot_lid_seal_drive_units_lock_bentayga_2021.jpg","Boot Lid Seal, Drive Units & Lock, Bentayga 2021.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid Seal, Drive Units & Lock, Bentayga 2021.jpg","downloaded"
"Boot/Trunk Lid Reinforcement Panels & Rear Fairing, S1-3","s-type_rear_boot_reinforcement_panels.jpg","S-Type Rear Boot Reinforcement Panels.jpg","https://www.introcar.com/media/lookbookslider/S-Type Rear Boot Reinforcement Panels.jpg","downloaded"
"Boot/Trunk Lid, Continental Flying Spur (2005)","boot_lid_continental_flying_spur_2005.jpg","Boot Lid, Continental Flying Spur 2005.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental Flying Spur 2005.jpg","downloaded"
"Boot/Trunk Lid, Continental Flying Spur (electric)","boot_lid_continental_flying_spur_2006_electric_.jpg","Boot Lid, Continental Flying Spur 2006 (electric).jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental Flying Spur 2006 (electric).jpg","downloaded"
"Boot/Trunk Lid, Continental Flying Spur hydraulic, Type 1","boot_lid_continental_flying_spur_2006_manual_type_1_.jpg","Boot Lid, Continental Flying Spur 2006 (manual, type 1).jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental Flying Spur 2006 (manual, type 1).jpg","downloaded"
"Boot/Trunk Lid, Continental Flying Spur hydraulic, Type 2","boot_lid_continental_flying_spur_2006_manual_type_2_.jpg","Boot Lid, Continental Flying Spur 2006 (manual, type 2).jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental Flying Spur 2006 (manual, type 2).jpg","downloaded"
"Boot/Trunk Lid, Continental GT (2004-2005)","boot_lid_continental_gt_2004.jpg","Boot Lid, Continental GT 2004.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GT 2004.jpg","downloaded"
"Boot/Trunk Lid, Continental GT (2006-2010, with auto close)","boot_lid_continental_gt_2006_auto_close.jpg","Boot Lid, Continental GT 2006 auto close.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GT 2006 auto close.jpg","downloaded"
"Boot/Trunk Lid, Continental GT (2006-2010, without auto close)","boot_lid_continental_gt_2006_manual.jpg","Boot Lid, Continental GT 2006 manual.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GT 2006 manual.jpg","downloaded"
"Boot/Trunk Lid, Continental GT (2011-2014, electric)","boot_lid_continental_gt_2011_auto.jpg","Boot Lid, Continental GT 2011 auto.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GT 2011 auto.jpg","downloaded"
"Boot/Trunk Lid, Continental GT (2011-2014, hydraulic)","boot_lid_continental_gt_2011_manual.jpg","Boot Lid, Continental GT 2011 manual.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GT 2011 manual.jpg","downloaded"
"Boot/Trunk Lid, Continental GT (2015-2017)","boot_lid_continental_gt_2015.jpg","Boot Lid, Continental GT 2015.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GT 2015.jpg","downloaded"
"Boot/Trunk Lid, Continental GT3-R (2015)","boot_lid_continental_gt3-r.jpg","Boot Lid, Continental GT3-R.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GT3-R.jpg","downloaded"
"Boot/Trunk Lid, Continental GTC (2007-2011, electric, auto)","boot_lid_continental_gtc_2007_electric_with_auto_close.jpg","Boot Lid, Continental GTC 2007 electric with auto close.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GTC 2007 electric with auto close.jpg","downloaded"
"Boot/Trunk Lid, Continental GTC (2007-2011, no auto)","boot_lid_continental_gtc_2007_electric.jpg","Boot Lid, Continental GTC 2007 electric.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GTC 2007 electric.jpg","downloaded"
"Boot/Trunk Lid, Continental GTC (2007-2011, hydraulic)","boot_lid_continental_gtc_2007_hydraulic.jpg","Boot Lid, Continental GTC 2007 hydraulic.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GTC 2007 hydraulic.jpg","downloaded"
"Boot/Trunk Lid, Continental GTC (2012-2014, electric)","boot_lid_continental_gtc_2012_electric.jpg","Boot Lid, Continental GTC 2012 electric.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GTC 2012 electric.jpg","downloaded"
"Boot/Trunk Lid, Continental GTC (2012-2014, hydraulic)","boot_lid_continental_gtc_2012_hydraulic.jpg","Boot Lid, Continental GTC 2012 hydraulic.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GTC 2012 hydraulic.jpg","downloaded"
"Boot/Trunk Lid, Continental GTC (2015)","boot_lid_continental_gtc_2015.jpg","Boot Lid, Continental GTC 2015.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GTC 2015.jpg","downloaded"
"Boot/Trunk Lid, Continental GTC (2016-2018)","boot_lid_continental_gtc_2016.jpg","Boot Lid, Continental GTC 2016 (2).jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GTC 2016 (2).jpg","downloaded"
"Boot/Trunk Lid, Continental Supersports Coupe (2009-2013, auto)","boot_lid_continental_gt_2006_auto_close_1.jpg","Boot Lid, Continental GT 2006 auto close.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GT 2006 auto close.jpg","downloaded"
"Boot/Trunk Lid, Continental Supersports Convertible (electric)","boot_lid_continental_supersports_convertible_electric.jpg","Boot Lid, Continental Supersports convertible electric.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental Supersports convertible electric.jpg","downloaded"
"Boot/Trunk Lid, Continental Supersports Convertible (hydraulic)","boot_lid_continental_gtc_2007_hydraulic_1.jpg","Boot Lid, Continental GTC 2007 hydraulic.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GTC 2007 hydraulic.jpg","downloaded"
"Boot/Trunk Lid, Continental Supersports Coupe (no auto close)","boot_lid_continental_gt_2006_manual_1.jpg","Boot Lid, Continental GT 2006 manual.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GT 2006 manual.jpg","downloaded"
"Boot/Trunk Lid, Flying Spur (2014-2019)","boot_lid_flying_spur_2014.jpg","Boot Lid, Flying Spur 2014.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Flying Spur 2014.jpg","downloaded"
"Boot/Trunk Lid, Mulsanne (2011-2021)","boot_lid_mulsanne_2011-2021.jpg","Boot Lid, Mulsanne 2011-2021.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Mulsanne 2011-2021.jpg","downloaded"
"Boot/Trunk Lid, New Continental Convertible (2019-2023)","boot_lid_new_continental_convertible_2019.jpg","Boot Lid, New Continental Convertible 2019.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, New Continental Convertible 2019.jpg","downloaded"
"Boot/Trunk Lid, New Continental GT (2018-2023)","boot_lid_new_continental_gt_2018.jpg","Boot Lid, New Continental GT 2018.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, New Continental GT 2018.jpg","downloaded"
"Boot/Trunk Lid, New Flying Spur (2020-2023)","boot_lid_new_flying_spur.jpg","Boot Lid, New Flying Spur.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, New Flying Spur.jpg","downloaded"
"Boot/Trunk Lid, Supersports (2017-2018)","boot_lid_supersports_2017.jpg","Boot Lid, Supersports 2017.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Supersports 2017.jpg","downloaded"
"Boot/Trunk Lid, Supersports Convertible (2017-2018)","boot_lid_continental_gtc_2016_2_.jpg","Boot Lid, Continental GTC 2016 (2).jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Continental GTC 2016 (2).jpg","downloaded"
"Boot/Trunk Lid, Hinges & Air Dam, Bentayga (2017-2020)","boot_lid_hinges_air_dam_bentayga_2017.jpg","Boot Lid, Hinges & Air Dam, Bentayga 2017.jpg","https://www.introcar.com/media/lookbookslider/Boot Lid, Hinges & Air Dam, Bentayga 2017.jpg","downloaded"
"pboot-lock-badge-1980-2003-p14456","boot_lock_badges_1980-2003.jpg","1512036816-88047600.jpg","https://www.introcar.com/media/lookbookslider/1512036816-88047600.jpg","downloaded"
"pg-mechanism-4-door-cars-chassis-numbers-01001-10126-body-p10902","boot_lock_01001-10126.jpg","1480321392-40619600.jpg","https://www.introcar.com/media/lookbookslider/1480321392-40619600.jpg","downloaded"
"pchanism-corniche-continental-chassis-numbers-05037-30638-p14047","boot_lock_corniche_05037.jpg","1480527897-24711300.jpg","https://www.introcar.com/media/lookbookslider/1480527897-24711300.jpg","downloaded"
"pg-mechanism-4-door-cars-chassis-numbers-12001-21389-body-p10903","boot_lock_12001-21389.jpg","1480325374-91631900.jpg","https://www.introcar.com/media/lookbookslider/1480325374-91631900.jpg","downloaded"
"pg-mechanism-4-door-cars-chassis-numbers-21375-25370-body-p10904","boot_lock_21375-25370.jpg","1480409091-14571600.jpg","https://www.introcar.com/media/lookbookslider/1480409091-14571600.jpg","downloaded"
"pnism-4-door-rolls-royce-chassis-numbers-27561-36322-body-p10906","boot_lock_27561-27798.jpg","1480414064-81449600.jpg","https://www.introcar.com/media/lookbookslider/1480414064-81449600.jpg","downloaded"
"pm-4-door-winged-b-badge-chassis-numbers-24513-36323-body-p10905","boot_lock_24513-27799_winged_b_.jpg","1480412549-82055100.jpg","https://www.introcar.com/media/lookbookslider/1480412549-82055100.jpg","downloaded"
"pnism-4-door-rolls-royce-chassis-numbers-44001-54351-body-p10907","boot_lock_44001-55011.jpg","1480493185-96181800.jpg","https://www.introcar.com/media/lookbookslider/1480493185-96181800.jpg","downloaded"
"pism-continental-r-azure-chassis-numbers-42001-50801-body-p10916","boot_lock_continental_r_42001.jpg","1481009347-31559200.jpg","https://www.introcar.com/media/lookbookslider/1481009347-31559200.jpg","downloaded"
"pechanism-4-door-bentley-chassis-numbers-44002-55341-body-p10908","boot_lock_44002-44588_bentley_.jpg","1480497447-78737000.jpg","https://www.introcar.com/media/lookbookslider/1480497447-78737000.jpg","downloaded"
"psm-corniche-continental-chassis-numbers-40001-50170-body-p10913","boot_lock_corniche_40001-50170.jpg","1480666032-01528900.jpg","https://www.introcar.com/media/lookbookslider/1480666032-01528900.jpg","downloaded"
"pg-mechanism-4-door-bentley-chassis-numbers-54347-on-body-p10909","boot_lock_54347_on_bentley_.jpg","1480502674-72582000.jpg","https://www.introcar.com/media/lookbookslider/1480502674-72582000.jpg","downloaded"
"pchanism-4-door-rolls-royce-chassis-numbers-54846-on-body-p10910","boot_lock_55012_on.jpg","1480524575-34342100.jpg","https://www.introcar.com/media/lookbookslider/1480524575-34342100.jpg","downloaded"
"psc-azure-chassis-numbers-52001-on-including-2000-2003-my-p14052","boot_lock_continental_r_52001_on.jpg","1481012664-25181400.jpg","https://www.introcar.com/media/lookbookslider/1481012664-25181400.jpg","downloaded"
"pcorniche-chassis-numbers-68002-on-including-2000-2002-my-p14049","boot_lock_corniche_68002_on.jpg","1480673065-35620100.jpg","https://www.introcar.com/media/lookbookslider/1480673065-35620100.jpg","downloaded"
"pittings-corniche-continental-chassis-numbers-05037-29290-p14056","boot_seal_corniche_05037.jpg","1505889229-47850800.jpg","https://www.introcar.com/media/lookbookslider/1505889229-47850800.jpg","downloaded"
"pittings-corniche-continental-chassis-numbers-30001-30638-p14057","boot_seal_corniche_30001.jpg","1505895058-54923400.jpg","https://www.introcar.com/media/lookbookslider/1505895058-54923400.jpg","downloaded"
"pittings-corniche-continental-chassis-numbers-40001-50170-p14058","boot_seal_corniche_40001.jpg","1505896425-14431800.jpg","https://www.introcar.com/media/lookbookslider/1505896425-14431800.jpg","downloaded"
"pboot-trunk-seals-rubber-fittings-continental-r-t-sc-p14062","boot_seal_conti_r_42201.jpg","1506932708-36631500.jpg","https://www.introcar.com/media/lookbookslider/1506932708-36631500.jpg","downloaded"
"pboot-trunk-seals-rubber-fittings-4-door-cars-p14054","boot_seals_4-door_1980-98.jpg","1504798707-73007900.jpg","https://www.introcar.com/media/lookbookslider/1504798707-73007900.jpg","downloaded"
"pcorniche-chassis-numbers-68002-on-including-2000-2002-my-p14059","boot_seal_corniche_68002.jpg","1505898842-88293800.jpg","https://www.introcar.com/media/lookbookslider/1505898842-88293800.jpg","downloaded"
"pboot-trunk-seals-mkvi-r-type-silver-dawn-silver-wraith-p11679","mkvi_boot_seals_lookbook_2_.jpg","MKVI Boot Seals LookBook (2).jpg","https://www.introcar.com/media/lookbookslider/MKVI Boot Seals LookBook (2).jpg","downloaded"
"psilver-cloud-and-s-series-boottrunk-seals","trunk_lid.jpg","Trunk Lid.jpg","https://www.introcar.com/media/lookbookslider/Trunk Lid.jpg","downloaded"
"pboot-trunk-unlock-switch-p8340","boot_unlock_switch.jpg","1458562200-71151900.jpg","https://www.introcar.com/media/lookbookslider/1458562200-71151900.jpg","downloaded"
"pulators-corniche-continental-chassis-numbers-05037-16968-p11670","accumulator_1001_1.jpg","1487057728-70766800.jpg","https://www.introcar.com/media/lookbookslider/1487057728-70766800.jpg","downloaded"
"pulators-corniche-continental-chassis-numbers-20010-24637-p11671","accumulator_20003_spirit.jpg","1487059573-83562500.jpg","https://www.introcar.com/media/lookbookslider/1487059573-83562500.jpg","downloaded"
"psc-azure-chassis-numbers-50801-on-including-2000-2003-my-p11667","accumulator_spirit_54001.jpg","1487064342-64859000.jpg","https://www.introcar.com/media/lookbookslider/1487064342-64859000.jpg","downloaded"
"pe-accumulators-continental-r-chassis-numbers-42001-42728-p11661","accumulator_spirit_31001.jpg","1487062027-86867900.jpg","https://www.introcar.com/media/lookbookslider/1487062027-86867900.jpg","downloaded"
"pfront-brake-discs-front-hub-oil-seals-p5504","shadow_front_discs_copy.jpg","1486139671-22717200.jpg","https://www.introcar.com/media/lookbookslider/1486139671-22717200.jpg","downloaded"
"Brake Fluid, Silver Seraph","brake_fluid_arnage_seraph.jpg","Brake Fluid Arnage & Seraph.jpg","https://www.introcar.com/media/lookbookslider/Brake Fluid Arnage & Seraph.jpg","downloaded"
"Brake Hoses & Pipes (Front, LHD, Iron), Arnage R & T (12000)","brake_hoses_arnage_t_12000_lhd.jpg","Brake Hoses Arnage T 12000 LHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Arnage T 12000 LHD.jpg","downloaded"
"Brake Hoses & Pipes (Front, RHD, Iron), Arnage R & T (12000)","brake_hoses_front_arnage_12000_rhd.jpg","Brake Hoses Front Arnage 12000 RHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Front Arnage 12000 RHD.jpg","downloaded"
"Brake Hoses & Pipes (Front, LHD, Ceramic), Arnage R","brake_hoses_arnage_ceramic_lhd.jpg","Brake Hoses Arnage Ceramic LHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Arnage Ceramic LHD.jpg","downloaded"
"Brake Hoses & Pipes (Front, RHD, Ceramic ), Arnage R (13504)","brake_hoses_arnage_ceramic_rhd.jpg","Brake Hoses Arnage Ceramic RHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Arnage Ceramic RHD.jpg","downloaded"
