"Stock Code","Stock Description","Qty Sold","Net","Tax","Gross","COS","Profit","Margin %"
"UE73229-A","ALTERNATOR DRIVE BELT","-1","£-26.24","£-5.25","£-31.49","£-21.00","£-5.24","-19.97"
"UB31710-X","REAR MOULDING FAIRING SEAL (62.500 INCH)","-1","£-26.28","£-5.26","£-31.54","£-2.30","£-23.98","-91.25"
"GMF1181-X","FRONT CALIPER HOSE","-2","£-31.65","£0.00","£-31.65","£-12.11","£-19.54","-61.74"
"UE73704-X","ENGINE SUMP GASKET","-1","£-31.70","£0.00","£-31.70","£-12.12","£-19.58","-61.77"
"UD21663HAL-X","HALOGEN INNER HEADLAMP UNIT (RIGHT HAND DRIVE)","-1","£-26.46","£-5.29","£-31.75","£-12.50","£-13.96","-52.76"
"AE727-X","FRONT SIDELIGHT TO WING / FENDER SEAL","-4","£-26.48","£-5.30","£-31.78","£0.00","£-26.48","-100"
"UR73519-X","MOUNT LOWER FRONT DAMPER","-5","£-31.90","£0.00","£-31.90","£0.00","£-31.90","-100"
"UG1155-X","REAR BRK SHOE PULL OFF SPRING LINK","-3","£-26.75","£-5.35","£-32.10","£-5.37","£-21.38","-79.93"
"UR16075-A","JOINT WASHER MP VALVE","-4","£-32.10","£0.00","£-32.10","£-0.38","£-31.72","-98.82"
"UB13062-X","SILL MOLDING REAR RETAINING SPRING","-4","£-32.20","£0.00","£-32.20","£-31.68","£-0.52","-1.61"
"RF5986KIT-X","FRONT SHOCK ABSORBER SEAL KIT","-1","£-26.96","£-5.39","£-32.35","£-3.25","£-23.71","-87.95"
"UA456ZP-A","NUT SLOTTED .625 DIAMETER","-2","£-32.40","£0.00","£-32.40","£-28.59","£-3.81","-11.76"
"RF727-X","BUSH ENGINE SUPPORT ARCH","-2","£-32.43","£0.00","£-32.43","£-13.00","£-19.43","-59.91"
"GMF1024-X","HYDRAULIC PUMP TO SHROUD O RING","-2","£-27.11","£-5.42","£-32.53","£-0.16","£-26.95","-99.41"
"X4209Z-X","CASTELLATED NUT (0.3125 INCH)","-8","£-32.63","£0.00","£-32.63","£-11.57","£-21.06","-64.54"
"RE20941-X","DRIVE BELT (4.25L)","-1","£-27.38","£-5.48","£-32.86","£-4.07","£-23.31","-85.14"
"UB12419-X","FEMALE BODY FINISHER CLIP","-75","£-33.04","£0.00","£-33.04","£-13.35","£-19.69","-59.59"
"RH9162SP10-X","WINDSCREEN WIPER BLADE (5.2 MM SPOON, 10 INCH)","-2","£-27.64","£-5.53","£-33.17","£-10.20","£-17.44","-63.10"
"RE22428-X","NUT (0.375 UNF)","-12","£-33.26","£0.00","£-33.26","£-0.53","£-32.73","-98.41"
"UA6102ZP-A","WASHER (0.255 INCH)","-2","£-33.30","£0.00","£-33.30","£-0.18","£-33.12","-99.46"
"UB12895-A","BOOT / TRUNK LID RUBBER BUFFER","-2","£-33.44","£0.00","£-33.44","£-32.47","£-0.97","-2.90"
"UR1006-X","WINDSCREEN WIPER RACK TUBE GROMMET","-4","£-27.90","£-5.58","£-33.48","£0.00","£-27.90","-100"
"3Z2612093-X","BOOSTER RETURN HOSE (RIGHT HAND DRIVE)","-1","£-28.27","£-5.65","£-33.92","£-9.55","£-18.72","-66.22"
"UB91134-X","PASSENGER WIPER BLADE","-3","£-28.40","£-5.68","£-34.08","£-2.79","£-25.61","-90.18"
"GB5097-X","SPRING PULL OFF","-1","£-28.47","£-5.69","£-34.16","£-3.44","£-25.03","-87.92"
"UD74797-X","WIPER BLADE PASSENGER 14","-2","£-28.80","£-5.76","£-34.56","£-1.36","£-27.44","-95.28"
"127093-X","GREASE GUN CONNECTOR TOOL (ZERK TYPE)","-1","£-28.85","£-5.77","£-34.62","£-10.20","£-18.65","-64.64"
"UR15669-A","DISTRIBUTION VALVE RUBBER BOOT","-2","£-34.64","£0.00","£-34.64","£-32.33","£-2.31","-6.67"
"UB14153-X","REAR NUMBER PLATE SEAL (NARROW, US SPECIFICATION)","-2","£-34.65","£0.00","£-34.65","£-17.82","£-16.83","-48.57"
"SPC2781-A","CLIP","-2","£-34.78","£0.00","£-34.78","£-26.08","£-8.70","-25.01"
"UR17813-X","BRK FLUID RESERVOIR LABEL","-1","£-34.79","£0.00","£-34.79","£-19.53","£-15.26","-43.86"
"UR13117-X","BRK FLUID RESERVOIR LABEL","-1","£-34.79","£0.00","£-34.79","£-14.84","£-19.95","-57.34"
"BHA5298-X","HEATER TAP DIAPHRAGM","-1","£-29.13","£-5.83","£-34.96","£-0.14","£-28.99","-99.52"
"UD71184-U","GAUGE FUEL OIL LEVEL","-1","£-35.00","£0.00","£-35.00","£0.00","£-35.00","-100"
"3W8827550G-X","BOOT / TRUNK LID GAS STRUT","-2","£-35.53","£0.00","£-35.53","£-20.55","£-14.98","-42.16"
"SPM1279-X","STEERING RACK LOCK TAB / WASHER","-4","£-30.54","£-5.01","£-35.55","£-0.15","£-30.39","-99.51"
"CD6247-X","REAR INNER BRK HOSE","-2","£-29.83","£-5.97","£-35.80","£-12.57","£-17.26","-57.86"
"PC30493PA-X","PARKING BRK SHOE SPRING KIT","-2","£-29.92","£-5.98","£-35.90","£-6.63","£-23.29","-77.84"
"UR18031-A","DOWNTAKE PIPE (LEFT HAND FRONT) ASSEMBLY","-1","£-35.94","£0.00","£-35.94","£-2.57","£-33.37","-92.85"
"CD550-U","HEADLIGHT SEALED BEAM (7 INCH)","-1","£-30.00","£-6.00","£-36.00","£0.00","£-30.00","-100"
"UE40893-X","OIL FILTER","-4","£-30.06","£-5.99","£-36.05","£-7.80","£-22.26","-74.05"
"UD10846-X","IGNITION COIL","-1","£-36.14","£0.00","£-36.14","£-16.96","£-19.18","-53.07"
"UR16872-X","REAR SPRING LOWER SPACER (0.500 INCH)","-1","£-30.22","£-6.04","£-36.26","£-24.88","£-5.34","-17.67"
"UR14202-X","RESERVOIR TO BRK PUMP HOSE","-2","£-33.04","£-3.30","£-36.34","£-16.00","£-17.04","-51.57"
"UR1697-X","SEALING RING","-4","£-36.36","£0.00","£-36.36","£-48.48","£12.12","33.33"
"SPM1493-X","OIL SEAL","-1","£-30.32","£-6.06","£-36.38","£-6.50","£-23.82","-78.56"
"3Y0201511-X","FUEL FILTER","-2","£-33.65","£-2.73","£-36.38","£-3.26","£-30.39","-90.31"
"GMF1199-X","BRKPUMP FEED FRONT HOSE","-1","£-36.43","£0.00","£-36.43","£-14.39","£-22.04","-60.50"
"UE42838-X","RUBBER BUSH ROCKER COVER","-12","£-30.40","£-6.08","£-36.48","£-16.66","£-13.74","-45.20"
"PB100161PC-X","DRIVE BELT AUXILIARIES","-2","£-36.60","£0.00","£-36.60","£-10.10","£-26.50","-72.40"
"UR71751CHR-X","ALLOY WHEEL HUBCAP LOCK COVER (CHROME)","-1","£-36.64","£0.00","£-36.64","£0.00","£-36.64","-100"
"UE46044-X","FUEL LEVEL TRANSMITTER","-1","£-36.82","£0.00","£-36.82","£-17.95","£-18.87","-51.25"
"UD24551-X","FLASHER UNIT","-2","£-30.85","£-6.17","£-37.02","£-2.08","£-28.77","-93.26"
"UG4372-X","BRK SERVO FRICTION LINING","-1","£-30.86","£-6.17","£-37.03","£-13.87","£-16.99","-55.06"
"GMF1017-X","BRK HOSE 11 ASSEMBLY","-2","£-37.06","£0.00","£-37.06","£-23.37","£-13.69","-36.94"
"UR3344-X","OIL SEAL STEERING BOX","-1","£-31.14","£-6.23","£-37.37","£-9.27","£-21.87","-70.23"
"G001770A2-X","MULTI-PURPOSE ADDITIVE FOR OTTO ENGINE FUELS","-2","£-31.15","£-6.23","£-37.38","£-20.55","£-10.60","-34.03"
"PD31753PA-X","ANTI-ROLL BAR BUSH","-2","£-31.18","£-6.23","£-37.41","£-6.77","£-24.41","-78.29"
"UR3285-X","MASTER CYLINDER TO RESERVOIR HOSE (LOWER)","-1","£-31.22","£-6.24","£-37.46","£-5.69","£-25.53","-81.77"
"UE35972-X","IGNITION COIL","-1","£-31.23","£-6.25","£-37.48","£-19.74","£-11.49","-36.79"
"RE16060-X","OIL FILTER TOP SEAL","-10","£-37.52","£0.00","£-37.52","£-21.70","£-15.82","-42.16"
"UE43156-A","ADAPTER","-2","£-37.60","£0.00","£-37.60","£-39.70","£2.10","5.59"
"RH13075-X","CARBURETOR TO TEE PIECE GASKET","-4","£-37.80","£0.00","£-37.80","£-23.57","£-14.23","-37.65"
"RH12811-X","ENGINE SUMP GASKET","-2","£-34.91","£-2.99","£-37.90","£0.00","£-34.91","-100"
"RE11465-A","DISTANCE PIECE","-8","£-31.60","£-6.32","£-37.92","£-0.08","£-31.52","-99.75"
"RF7551-X","STEERING CROSS BEAM AND DRAG LINK BALL PIN SEAT","-2","£-38.05","£0.00","£-38.05","£-10.50","£-27.55","-72.40"
"UR18117-A","U BOLT","-4","£-38.37","£0.00","£-38.37","£-36.73","£-1.64","-4.27"
"UE1171-X","RUBBER SEAL RADIATOR SHELL","-3","£-32.00","£-6.40","£-38.40","£-1.21","£-30.79","-96.22"
"UE5801-X","AIR FILTER ELEMENT","-3","£-38.46","£0.00","£-38.46","£-14.43","£-24.03","-62.48"
"UE41849-A","RISER CARBURETOR","-1","£-38.72","£0.00","£-38.72","£-52.20","£13.48","34.81"
"RH8312-X","REMOTE STARTER SOLENOID","-1","£-32.36","£-6.47","£-38.83","£-21.40","£-10.96","-33.87"
"07V115409-A","VALVE OIL PUMP","-1","£-32.37","£-6.47","£-38.84","£-25.90","£-6.47","-19.99"
"UD74798-X","WIPER BLADE DRIVER 16","-2","£-32.44","£-6.49","£-38.93","£-1.36","£-31.08","-95.81"
"1S0919275D-X","PARKING SENSOR","-1","£-32.56","£-6.51","£-39.07","£-27.13","£-5.43","-16.68"
"GMF1217-X","ACCUMULATOR RETURN HOSE","-1","£-39.14","£0.00","£-39.14","£-15.07","£-24.07","-61.50"
"UE805FLT-X","AIR FILTER","-1","£-39.15","£0.00","£-39.15","£-17.50","£-21.65","-55.30"
"3Z0201050-X","FUEL DELIVERY ONE-WAY VALVE","-1","£-32.73","£-6.55","£-39.28","£-6.99","£-25.74","-78.64"
"UR3776-X","REAR SHOCK ABSORBER ROLLER COVER O RING","-4","£-32.93","£-6.59","£-39.52","£-1.48","£-31.45","-95.51"
"PG108258PB-X","PRIMARY COOLANT EXPANSION TANK CAP (0.7BAR)","-1","£-32.97","£-6.59","£-39.56","£-7.22","£-25.75","-78.10"
"RH14468-X","PASSENGER WIPER BLADE","-2","£-35.98","£-3.60","£-39.58","£0.00","£-35.98","-100"
"CD548-X","HEADLIGHT BOWL TO WING / FENDER SEAL","-2","£-33.08","£-6.62","£-39.70","£-5.45","£-27.63","-83.52"
"X4310Z-A","LOCK NUT (0.250 WHIT)","-6","£-39.73","£0.00","£-39.73","£-27.59","£-12.14","-30.56"
"WD40600ML-X","WD40 600 ML","-4","£-39.80","£0.00","£-39.80","£-23.96","£-15.84","-39.80"
"SPC3722-X","DRIVE BELT AIR PUMP","-4","£-33.24","£-6.65","£-39.89","£-10.48","£-22.76","-68.47"
"UD11377-A","MICRO SWITCH","-1","£-33.29","£-6.66","£-39.95","£-0.10","£-33.19","-99.70"
"UD25475-U","LEVER OPERATING","-4","£-40.00","£0.00","£-40.00","£0.00","£-40.00","-100"
"UE75675-X","FUEL FILLER CAP","-2","£-40.16","£0.00","£-40.16","£-8.72","£-31.44","-78.29"
"UR16444-X","DOWNTAKE PIPE (FRONT) ASSEMBLY","-1","£-40.20","£0.00","£-40.20","£-33.40","£-6.80","-16.92"
"UR19458-X","RUBBER DAMPER","-4","£-33.60","£-6.72","£-40.32","£-4.15","£-29.45","-87.65"
"RH10046-X","ENGINE SUMP GASKET KIT","-1","£-33.61","£-6.72","£-40.33","£0.00","£-33.61","-100"
"UR12751-X","STEERING TRACK ROD BALL PIN SPRING SEAT","-3","£-40.41","£0.00","£-40.41","£-8.07","£-32.34","-80.03"
"GMF1210-A","ACCUMULATOR RETURN HOSE","-2","£-33.82","£-6.76","£-40.58","£-4.42","£-29.40","-86.93"
"07C115562E-X","FILTER ELEMENT WITH GASKET","-3","£-33.87","£-6.78","£-40.65","£-8.76","£-25.11","-74.14"
"UR5567-X","HEATER HOSE (CYLINDER HEAD TO WATER TAP)","-1","£-33.92","£-6.79","£-40.71","£-6.63","£-27.29","-80.45"
"UR70685-A","SEAL RETURN TUBES L / RESERVOIR","-1","£-33.99","£-6.80","£-40.79","£-23.80","£-10.19","-29.98"
"XC523R-A","WOODRUFF KEY (0.875 X 0.220 THICK)","-2","£-40.84","£0.00","£-40.84","£-14.63","£-26.21","-64.18"
"UR1200-X","WASHER BRK HOSE","-30","£-34.80","£-6.60","£-41.40","£-6.90","£-27.90","-80.17"
"UM10828-A","SEALING RING","-2","£-41.54","£0.00","£-41.54","£-40.60","£-0.94","-2.26"
"PB100161PC-A","DRIVE BELT AUXILIARIES","-1","£-41.64","£0.00","£-41.64","£0.00","£-41.64","-100"
"UB42842-X","ELECTRIC WINDOW LIFT CHAIN LINK","-4","£-41.96","£0.00","£-41.96","£-8.46","£-33.50","-79.84"
"3W0853679L-A","BADGE","-1","£-34.99","£-7.00","£-41.99","£-30.15","£-4.84","-13.83"
"UT13795PA-U","LAMP FLASHER REPEATER","-1","£-35.00","£-7.00","£-42.00","£0.00","£-35.00","-100"
"4M0819439B-X","ODOR AND ALLERGEN FILTER","-1","£-35.02","£-7.00","£-42.02","£-5.89","£-29.13","-83.18"
"RG5253-X","FRONT CYLINDER BLEED SCREW (LATE CYLINDER)","-4","£-35.15","£-7.03","£-42.18","£-4.00","£-31.15","-88.62"
"UG1174-X","REAR CYLINDER TO DRAWLINK RUBBER BOOT","-1","£-35.16","£-7.03","£-42.19","£-19.66","£-15.50","-44.08"
"UE73950-X","JOINT RAM PIPE PLENUM","-4","£-35.20","£-7.04","£-42.24","£-13.19","£-22.01","-62.53"
"UR4807-X","HOSE","-2","£-35.28","£-7.06","£-42.34","£-21.76","£-13.52","-38.32"
"UR17155-X","METALASTIC WASHER","-2","£-42.45","£0.00","£-42.45","£-4.51","£-37.94","-89.38"
"UD11117-X","WINDSCREEN WIPER WHEELBOX CHROME ESCUTCHEON","-1","£-35.44","£-7.09","£-42.53","£0.00","£-35.44","-100"
"RH3001-X","STEERING RACK BELLOWS KIT","-1","£-42.55","£0.00","£-42.55","£-51.87","£9.32","21.90"
"UR5665-X","NUT EXHAUST CLAMP","-6","£-35.46","£-7.09","£-42.55","£-14.84","£-20.62","-58.15"
"CD237-X","FUEL PUMP CONTACT SET","-2","£-35.48","£-7.10","£-42.58","£-23.59","£-11.89","-33.51"
"UR13120-X","WINDOW SIGHT GLASS (BRK RESERVOIR)","-4","£-38.51","£-4.20","£-42.71","£-16.72","£-21.79","-56.58"
"UG3647-X","FRONT WHEEL CYLINDER SPRING","-24","£-35.77","£-7.16","£-42.93","£-14.88","£-20.89","-58.40"
"PT1025-X","PIGTAIL LOOM FOR MC1315 Build","-4","£-40.93","£-2.18","£-43.11","£-6.32","£-34.61","-84.56"
"UR5490-X","HEATER HOSE","-1","£-36.00","£-7.20","£-43.20","£-6.60","£-29.40","-81.67"
"EB4204-A","JOINT","-2","£-39.12","£-4.12","£-43.24","£0.00","£-39.12","-100"
"3W0867549-A","CLIP","-28","£-36.17","£-7.23","£-43.40","£-2.07","£-34.10","-94.28"
"RE5748-X","HEATER HOSE (PER METER)","-3","£-36.24","£-7.25","£-43.49","£-7.41","£-28.83","-79.55"
"UR4068-X","STEERING TRACK ROD BALL JOINT GAITER SPRING SEAT","-2","£-36.45","£-7.29","£-43.74","£-12.60","£-23.85","-65.43"
"UR4437-X","BALLPIN SEAT","-1","£-43.81","£0.00","£-43.81","£-9.50","£-34.31","-78.32"
"3D0611701G-X","FRONT CALIPER HOSE","-2","£-36.71","£-7.34","£-44.05","£-23.00","£-13.71","-37.35"
"CD1580-X","BRK RESERVOIR JAR","-1","£-44.12","£0.00","£-44.12","£0.00","£-44.12","-100"
"DEXRON5-X","DEXRON III TRANS / POWER ASSISTED STEERING FLUID 5 L","-1","£-36.89","£-7.38","£-44.27","£-25.15","£-11.74","-31.82"
"RH3375BT-X","REAR SHOCK ABSORBER GAITER","-2","£-44.31","£0.00","£-44.31","£-8.60","£-35.71","-80.59"
"UG1339-A","BUSH FRONT CLUTCH","-2","£-44.38","£0.00","£-44.38","£-39.96","£-4.42","-9.96"
"UG11161-X","REAR HUB O RING","-6","£-37.04","£-7.41","£-44.45","£-0.42","£-36.62","-98.87"
"CD6241-X","FRONT BRK HOSE","-2","£-37.04","£-7.41","£-44.45","£-12.59","£-24.45","-66.01"
"CD3616-A","REVERSE LIGHT LENS","-2","£-37.06","£-7.41","£-44.47","£-1.65","£-35.41","-95.55"
"UR12188-X","WASHER","-2","£-44.58","£0.00","£-44.58","£-0.98","£-43.60","-97.80"
"UB5096F-X","MIRROR (RIGHT HAND WING / LEFT HAND DOOR, FLAT GLASS)","-1","£-37.16","£-7.43","£-44.59","£-26.00","£-11.16","-30.03"
"UR3673-A","REAR SHOCK ABSORBER BUSH","-1","£-37.19","£-7.43","£-44.62","£0.00","£-37.19","-100"
"3W0498203B-X","OUTER DRIVE SHAFT GAITER KIT","-1","£-37.38","£-7.48","£-44.86","£-29.07","£-8.31","-22.23"
"UR8551-P","FUEL FILTER","-1","£-45.00","£0.00","£-45.00","£-37.13","£-7.87","-17.49"
"UB16059-U","ASSY TUBE & BRACKET","-1","£-45.00","£0.00","£-45.00","£0.00","£-45.00","-100"
"3W0601165AB-U","CENTRE CAP 19 PTD A","-1","£-45.00","£0.00","£-45.00","£0.00","£-45.00","-100"
"PW81544-X","WIPER BLADE","-3","£-45.11","£0.00","£-45.11","£-31.18","£-13.93","-30.88"
"CD3422-A","PETROL PUMP CONDENSER","-2","£-45.20","£0.00","£-45.20","£-47.22","£2.02","4.47"
"RD6695-X","HEATER SWITCH H KNOB","-2","£-37.71","£-7.54","£-45.25","£-10.00","£-27.71","-73.48"
"UB38816-A","WINDSCREEN CHROME SURROUND RETAINING STRIP","-4","£-37.76","£-7.55","£-45.31","£-40.77","£3.01","7.97"
"UD71409-X","WINDOW LIFT PLASTIC COUPLING","-7","£-45.33","£0.00","£-45.33","£-3.88","£-41.45","-91.44"
"UR5666-X","EXHAUST CLAMPS BOLT","-6","£-37.82","£-7.57","£-45.39","£-12.60","£-25.22","-66.68"
"RD7474/9-X","SPOON FITTING WIPER BLADE (9 INCH)","-4","£-45.40","£0.00","£-45.40","£-23.96","£-21.44","-47.22"
"RH7987-X","JOINING SLEEVE, DOWNPIPES TO FRONT SILENCER","-2","£-41.14","£-4.63","£-45.77","£-27.00","£-14.14","-34.37"
"3D0253115A-X","FRONT CATALYST TO PIPE GASKET","-4","£-38.24","£-7.65","£-45.89","£0.00","£-38.24","-100"
"UR20916BKT-X","TRAILING ARM REPAIR KIT BRACKET SET","-5","£-40.94","£-5.18","£-46.12","£-8.00","£-32.94","-80.46"
"UR14318-U","CONNECTOR BLOCK","-1","£-46.20","£0.00","£-46.20","£-17.33","£-28.87","-62.49"
"UG1357-X","OIL SEAL","-1","£-38.85","£-7.77","£-46.62","£-23.73","£-15.12","-38.92"
"TONYALAN-X","Parts For Personal Use From Tonyalan","-1","£-38.95","£-7.79","£-46.74","£-38.95","£0.00","0"
"PW51953-X","CONVERTIBLE TOP / HOOD SWITCH","-3","£-41.26","£-5.52","£-46.78","£-5.50","£-35.76","-86.67"
"3W0129620B-X","AIR FILTER ELEMENT (RIGHT HAND)","-1","£-39.16","£-7.83","£-46.99","£-4.81","£-34.35","-87.72"
"4E1713187A-A","VW Trim","-1","£-39.18","£-7.84","£-47.02","£-15.67","£-23.51","-60.01"
"CD5982-X","STEERING RACK SHORT PIPE (RIGHT HAND DRIVE)","-1","£-47.03","£0.00","£-47.03","£-27.50","£-19.53","-41.53"
"SPC2717-A","STEERING PUMP AND COMPRESSOR DRIVE BELTS (PAIR)","-1","£-39.37","£-7.87","£-47.24","£-29.25","£-10.12","-25.70"
"3W0498201-X","INNER DRIVE SHAFT GAITER KIT","-2","£-39.62","£-7.92","£-47.54","£-20.17","£-19.45","-49.09"
"UR15985-X","BRK FLUID RESERVOIR GASKET AND FILTER","-1","£-47.78","£0.00","£-47.78","£-15.07","£-32.71","-68.46"
"CD5136-X","REAR INDICATOR LENS (AMBER)","-1","£-39.83","£-7.97","£-47.80","£-33.19","£-6.64","-16.67"
"UD4296-P","AUXILIARY FUSE BOX","-1","£-47.99","£0.00","£-47.99","£-43.49","£-4.50","-9.38"
"RH12233-A","STUD CRANKCASE TO CYLINDER HEAD","-1","£-47.99","£0.00","£-47.99","£-6.00","£-41.99","-87.50"
"GMF1310-X","LOW PRESSURE HYDRAULIC PIPE HOSE","-1","£-48.00","£0.00","£-48.00","£-32.20","£-15.80","-32.92"
"UB43025-X","SEAL EDGE BULK (PER METER)","-8","£-48.10","£0.00","£-48.10","£0.00","£-48.10","-100"
"UD4690BAYLH-X","WIPER ARM (BAYONET, LEFT HAND CRANK)","-2","£-40.22","£-8.05","£-48.27","£-16.20","£-24.02","-59.72"
"UB75817A1-X","MASCOT FINISHER RING ASSEMBLY","-1","£-48.48","£0.00","£-48.48","£-3.27","£-45.21","-93.25"
"WZX1505-X","CARBURETOR GASKET KIT","-3","£-45.26","£-3.43","£-48.69","£-34.11","£-11.15","-24.64"
"RH7988-X","COLLAR-EXHAUST","-2","£-44.04","£-4.78","£-48.82","£-24.00","£-20.04","-45.50"
"CSK29-X","CARBURETOR SERVICE KIT (SU HD8 CARBURETOR 1965 TO 1976)","-1","£-48.90","£0.00","£-48.90","£-61.95","£13.05","26.69"
"3D2819619/20-X","POLLEN FILTER ELEMENT (PAIR)","-1","£-40.89","£-8.18","£-49.07","£-14.31","£-26.58","-65"
"UB12416-X","WAISTLINE WING / FENDER AND DOOR FINISHER MALE CLIP","-60","£-49.32","£0.00","£-49.32","£-4.02","£-45.30","-91.85"
"UW2120 2.44-X","DOOR AND ROOF SEAL STRIP","-1","£-41.13","£-8.23","£-49.36","£-28.24","£-12.89","-31.34"
"RH9610-X","DRIVE COUPLING","-3","£-41.17","£-8.23","£-49.40","£-18.00","£-23.17","-56.28"
"CD2026-X","MASTER CYLINDER SEAL KIT","-2","£-41.21","£-8.24","£-49.45","£-4.22","£-36.99","-89.76"
"CD6674BAT-X","BATTERY FOR SEAT MEMORY UNIT","-2","£-41.34","£-8.27","£-49.61","£-6.96","£-34.38","-83.16"
"UE73627-X","GASKET FRONT COVER","-5","£-42.55","£-7.07","£-49.62","£0.00","£-42.55","-100"
"FW1000-A","STEERING SIDE TUBE BALL PIN","-1","£-41.41","£-8.28","£-49.69","£-1.49","£-39.92","-96.40"
"UR17763-X","HEATER RETURN HOSE","-1","£-49.70","£0.00","£-49.70","£-4.99","£-44.71","-89.96"
"UE6308-A","BUTTERFLY HOUSING O RING","-2","£-49.86","£0.00","£-49.86","£-39.89","£-9.97","-20"
"3W0611775K-X","REAR CALIPER HOSE","-2","£-41.66","£-8.33","£-49.99","£-18.37","£-23.29","-55.90"
"UB12510-U","LOCK GLOVE BOX","-9","£-50.00","£0.00","£-50.00","£-37.92","£-12.08","-24.16"
"UG13203-CR","FRONT CALIPER RH LEADING/LH TRAILING Core","-2","£-50.00","£0.00","£-50.00","£0.00","£-50.00","-100"
"UG13204-CR","FRONT CALIPER LH LEADING/RH TRAILING  Core","-2","£-50.00","£0.00","£-50.00","£0.00","£-50.00","-100"
"UD11226-SU","ACTUATOR HEATER Surcharge","-1","£-50.01","£0.00","£-50.01","£0.00","£-50.01","-100"
"FW1795-X","REAR SPRING UPPER PAD","-2","£-41.96","£-8.39","£-50.35","£-2.03","£-39.93","-95.16"
"UE39145-X","JOCKEY PULLEY SPINDLE","-1","£-50.40","£0.00","£-50.40","£-11.14","£-39.26","-77.90"
"UR2710-X","STEERING TRACK ROD CASTELLATED NUT (0.375 UNF)","-8","£-42.06","£-8.42","£-50.48","£-1.52","£-40.54","-96.39"
"UR14201-X","ACCUMULATOR TO RESERVOIR HOSE","-3","£-50.66","£0.00","£-50.66","£-16.20","£-34.46","-68.02"
"RE9033-X","CORE PLUG","-4","£-42.32","£-8.46","£-50.78","£-11.84","£-30.48","-72.02"
"RH8535-X","GEARBOX FRONT PUMP OIL SEAL","-2","£-46.10","£-4.72","£-50.82","£-6.00","£-40.10","-86.98"
"UR20001-X","GEAR SELECTOR POINTER","-1","£-50.93","£0.00","£-50.93","£0.00","£-50.93","-100"
"RH9082-X","CRANKSHAFT DAMPER FRICTION DISC (TEFLON TYPE)","-2","£-51.11","£0.00","£-51.11","£0.00","£-51.11","-100"
"RH10009-X","GEARBOX FILTER KIT","-1","£-42.75","£-8.55","£-51.30","£-10.23","£-32.52","-76.07"
"UD22205CVR-X","FOG / SPOT LIGHT COVER (LUCAS SQUARE 8)","-2","£-51.32","£0.00","£-51.32","£-18.46","£-32.86","-64.03"
"CD5121-X","REAR SHOCK ABSORBER GAITER","-2","£-42.93","£-8.59","£-51.52","£-7.78","£-35.15","-81.88"
"RE20608-X","SPARK PLUG CHAMPION N5 C","-13","£-47.31","£-4.49","£-51.80","£-27.23","£-20.08","-42.44"
"UR5489-X","HEATER HOSE","-1","£-43.27","£-8.65","£-51.92","£-5.60","£-37.67","-87.06"
"FW1924-X","BALL PIN DUST EXCLUDER","-2","£-43.45","£-8.69","£-52.14","£-25.27","£-18.18","-41.84"
"UR22891-X","DOWNTAKE PIPE (FRONT) ASSEMBLY","-1","£-52.25","£0.00","£-52.25","£-60.60","£8.35","15.98"
"UR5566-X","LOWER HEATER FEED HOSE (RIGHT HAND WATER TAP TO LOWER HEATER)","-1","£-43.54","£-8.71","£-52.25","£-6.60","£-36.94","-84.84"
"1J0907660F-X","OIL LEVEL SENSOR","-1","£-43.59","£-8.72","£-52.31","£-21.27","£-22.32","-51.20"
"07V121230-X","FRONT TIMING COVER SEALING STRIP","-7","£-50.62","£-1.74","£-52.36","£-9.94","£-40.68","-80.36"
"UA10407R-X","HOSE .982 DIAMETER X 2.250 LONG","-3","£-49.27","£-3.34","£-52.61","£-6.99","£-42.28","-85.81"
"UD1511-X","FLASHER UNIT","-2","£-48.00","£-4.80","£-52.80","£-4.94","£-43.06","-89.71"
"CD2260-X","REAR LIGHT LENS TO BODY SEAL","-4","£-44.02","£-8.80","£-52.82","£-29.74","£-14.28","-32.44"
"UE73181-X","FUEL TANK TO FUEL PUMP HOSE","-1","£-52.84","£0.00","£-52.84","£-37.92","£-14.92","-28.24"
"UR8125-X","RADIATOR TOP HOSE","-1","£-52.85","£0.00","£-52.85","£-10.75","£-42.10","-79.66"
"UR13269SA4-X","SPRING RETAINER GAITER LOWER","-12","£-44.16","£-8.83","£-52.99","£-12.96","£-31.20","-70.65"
"PH30254PA-X","STEERING RACK GAITER AND CLIPS","-3","£-44.18","£-8.84","£-53.02","£-12.75","£-31.43","-71.14"
"UR8016ORK-X","STEERING RAM SEAL AND O RING KIT","-2","£-44.50","£-8.90","£-53.40","£-4.72","£-39.78","-89.39"
"E60763-X","INLET MANIFOLD GASKET","-8","£-44.56","£-8.91","£-53.47","£-24.40","£-20.16","-45.24"
"RE13894-A","ADAPTER CASING FOR OIL PUMP","-1","£-44.76","£-8.95","£-53.71","£-25.76","£-19.00","-42.45"
"RH9263-X","FAN BELT TWIN","-2","£-48.90","£-4.89","£-53.79","£-18.08","£-30.82","-63.03"
"UD21229-U","PANEL ASSEMBLY WARNING LAMPS","-1","£-45.00","£-9.00","£-54.00","£-17.25","£-27.75","-61.67"
"RE11270-U","WATERPUMP PULLEY","-1","£-45.00","£-9.00","£-54.00","£-1.00","£-44.00","-97.78"
"X9800-X","GULF HYDRASIL 22 FLUID 1 L","-3","£-54.25","£0.00","£-54.25","£0.00","£-54.25","-100"
